chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,30.614427313128825,2.812894620666854,10.883602637723788,0.0016600025481410968
SW 1-2,min_elapsed,29.43761625094519,1.3315830984168349,22.107231824994315,2.0261791501923054e-4
SW 1-3,min_elapsed,25.42109168394354,1.0013295036600152,25.38733912366059,1.3402898051376806e-4
SW 1-4,min_elapsed,31.641649798943163,1.0373227362801425,30.503187380632063,7.740291027882985e-5
SW 2-1,min_elapsed,42.27010488296445,1.7571346219464667,24.056269994919184,1.574311982758033e-4
SW 2-2,min_elapsed,37.18193428298786,1.7712669138862607,20.991717279587512,2.364776595956615e-4
SW 2-3,min_elapsed,36.131869194763034,1.9890083386561939,18.165770596605093,3.639080221433776e-4
SW 2-4,min_elapsed,51.537502652454755,2.9832431872651677,17.2756625649754,4.226225308473694e-4
UP 1-1,min_elapsed,45.496522837732385,1.464622838922226,31.06364425616357,7.329859567618483e-5
UP 1-2,min_elapsed,38.01809716957237,2.4677095585472353,15.406228434740918,5.940644717889116e-4
UP 1-3,min_elapsed,50.14993822647155,2.9515229830665315,16.991207086711373,4.4402651186079597e-4
UP 1-4,min_elapsed,39.77335603488076,1.3843755270807083,28.730178522263056,9.259016932863474e-5
UP 2-1,min_elapsed,39.45865159200319,2.889854617006786,13.654199543391957,8.498631130775021e-4
UP 2-2,min_elapsed,54.367312738566774,5.919541191717541,9.184379494585833,0.0027295452537358282
UP 2-3,min_elapsed,29.20335094596158,1.112155237075764,26.25834053773569,1.2117304714529266e-4
UP 2-4,min_elapsed,34.1224075994443,2.183418553685254,15.627973638792822,5.693745053344562e-4
