gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2023-06-05,963514.875,9925.5,3559.625,3.0950669157999045,2.840176366532003,181.66725739470613,8,8,0,WARN
2023-06-06,948043.4285714285,9495.57142857143,13842.57142857143,2.692882117526331,3.4499520618234065,3.3103575249289143,7,7,0,WARN
