gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2023-05-24,981258.6,9987.8,10206.2,4.8716990461435445,3.255555323331101,67.80353114900703,10,15,5,WARN
