gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2022-09-09,1041731.1,10357.5,16858.9,0.9821060760211855,1.5093715245012682,5.360292387061353,10,13,3,WARN
2022-09-13,1037412.8333333334,10297.5,15226.333333333334,0.7442554351111395,1.7452191246340745,3.039621701247023,6,6,0,OK
2022-09-14,1049485.857142857,10290,15022.42857142857,1.8922785801689792,2.1911050077167262,4.131322126304925,7,7,0,WARN
2022-09-15,1032558.125,10148.75,14940.875,4.359639647470864,3.855164582009709,6.256075353497886,8,14,6,WARN
2022-09-20,1046205.5,10147.333333333334,17493.833333333332,0.908868237252942,2.0054727666590315,10.665279159901608,6,7,1,WARN
