gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2022-10-25,1018682.8571428572,10059.285714285714,9272.57142857143,1.055005862690367,2.9267596485155196,93.34670183522917,7,9,2,WARN
2022-10-26,1033284.6666666666,10285,5548.333333333334,1.2927674874766555,0.816815977342601,148.5340827740446,6,6,0,WARN
2022-10-27,1059108,10461,14122.57142857143,1.2526246123198108,1.4738302936110779,41.50791870281223,7,7,0,WARN
