chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,-0.0030157525895928043,9.413750625687436e-4,-3.2035611622892124,0.049197671373318805
SW 1-2,min_elapsed,-0.02783298903724179,0.04298979661234081,-0.6474324428241642,0.5634797561310807
SW 1-3,min_elapsed,-8.549309740963937e-4,6.447167505909427e-4,-1.3260567114360997,0.2767425492357562
SW 1-4,min_elapsed,-9.98492782525853e-5,8.539790010417003e-4,-0.11692240456824723,0.9143097808719127
SW 2-1,min_elapsed,-0.00322003254357423,0.0014753978441964864,-2.182484240600125,0.11707595542892296
SW 2-2,min_elapsed,-0.005308510426947876,0.0010059811934951333,-5.27694798001565,0.013269152229181904
SW 2-3,min_elapsed,-0.017980001374729666,0.08689371676836488,-0.20691946487522775,0.8493213280164649
SW 2-4,min_elapsed,0.02284925766928902,0.013163726178336296,1.7357743058262882,0.1810072920451936
UP 1-1,min_elapsed,0.09495499119840213,0.045943862985873975,2.0667611521390192,0.13064668032021984
UP 1-2,min_elapsed,-0.008672377619660403,2.2419926491049503e-4,-38.681561347324646,3.801148490452732e-5
UP 1-3,min_elapsed,-0.0090540312162842,1.473118621034874e-4,-61.46165751352523,9.489519279816694e-6
UP 1-4,min_elapsed,-0.01677481780627033,0.01784768418696385,-0.9398876420349731,0.4166126940530001
UP 2-1,min_elapsed,-0.004116452934226486,0.001065220683170724,-3.864413261272301,0.03064193656803554
UP 2-2,min_elapsed,-0.12236308926996707,0.092833448511086,-1.3180926835369549,0.2790799124196217
UP 2-3,min_elapsed,-0.0021164512144114926,0.002007095551867059,-1.054484532359562,0.3690810006876052
UP 2-4,min_elapsed,-0.0019112211932081056,0.0011972665642859463,-1.5963205272903984,0.20869389235745203
