chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,0.0013017890126773666,0.0016559856679716034,0.7861112797382552,0.489176381426643
SW 1-2,min_elapsed,-0.007633495743326929,0.00567497483969691,-1.3451153456981,0.27123261575070445
SW 1-3,min_elapsed,-0.0010816369710182209,0.0032424594969471254,-0.33358534533326173,0.7606481257172281
SW 1-4,min_elapsed,0.011878981951995713,0.002855006360450483,4.160754986942083,0.025251415865217352
SW 2-1,min_elapsed,-0.005158006057568235,0.0037394025309428385,-1.3793663599697343,0.26162126716936274
SW 2-2,min_elapsed,-0.006168496853202403,0.0019287870487482153,-3.198122289967554,0.049402774414392774
SW 2-3,min_elapsed,-0.009424182099727573,0.0038821744234743584,-2.4275524671798197,0.09353450299781976
SW 2-4,min_elapsed,-0.012127071130871392,0.003925497459265816,-3.0893081085166494,0.05374274564927314
UP 1-1,min_elapsed,-0.005878519988678428,0.005813078137754367,-1.0112576933206925,0.38637335305027243
UP 1-2,min_elapsed,-0.0068710729927518735,9.567677173016022e-4,-7.18154769281989,0.00556292655066563
UP 1-3,min_elapsed,-0.00964660157270103,0.0022593628456119407,-4.269611493096976,0.023580950870637832
UP 1-4,min_elapsed,-0.011196456359774024,0.0039957508492997045,-2.8020907163759508,0.06773531339942247
UP 2-1,min_elapsed,0.004213041554222095,0.002116224093384777,1.9908295947446573,0.1405706629575751
UP 2-2,min_elapsed,-0.0022330887340228324,0.002625484241288132,-0.8505435678894877,0.45752069731004424
UP 2-3,min_elapsed,-0.0040507876989500195,0.0026146715740395393,-1.549252968965334,0.21908850865854373
UP 2-4,min_elapsed,0.002314657435325851,0.002304713857797989,1.0043144520931386,0.3892220531155764
