gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2022-11-29,989820.3333333334,10322.333333333334,5827,0.6308322669574696,1.2968661730499926,159.52350677362003,3,3,0,WARN
2022-11-30,997179.2857142857,10338.42857142857,14039.42857142857,2.5847426206401196,3.6980184534791203,43.2212189609227,7,7,0,WARN
2022-12-02,979763,10226.8,6616.2,1.2263926060064383,2.133474391282972,129.59172066002827,5,6,1,WARN
