chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,0.001221894160267444,2.401801490797307e-4,5.0874069524447725,0.014677290048977882
SW 1-2,min_elapsed,0.001264813594650451,3.8254352863054467e-4,3.3063259472152535,0.04551717441321984
SW 1-3,min_elapsed,9.175162684128839e-4,4.3020817992295133e-4,2.1327262270494427,0.12269415428938676
SW 1-4,min_elapsed,7.514457239765121e-4,4.5089457005395583e-4,1.6665663635882577,0.19419122530747404
SW 2-1,min_elapsed,4.552101444003762e-4,3.370250211236933e-4,1.3506716589843553,0.26964823689867395
SW 2-2,min_elapsed,-2.6200965761598446e-5,5.665793348695185e-4,-0.046244125313240465,0.9660218479274836
SW 2-3,min_elapsed,1.4258775673236173e-4,3.0507912981923326e-4,0.46737958383730943,0.6720827454374573
SW 2-4,min_elapsed,-3.6687630825579256e-5,3.630485430008834e-4,-0.10105433979248882,0.9258824935492915
UP 1-1,min_elapsed,7.80174586276009e-4,4.2718895734635606e-4,1.8262985801935405,0.1652785992942127
UP 1-2,min_elapsed,3.624930431040145e-4,4.02714648719936e-4,0.9001238079027685,0.4343946082696208
UP 1-3,min_elapsed,7.81914809343101e-4,3.65809520806436e-4,2.1374916858898336,0.12214232570218198
UP 1-4,min_elapsed,6.283106568476311e-4,6.130836763923487e-5,10.248367083346348,0.0019806948075344983
UP 2-1,min_elapsed,5.527991542206143e-4,4.063943744211248e-4,1.3602529685801656,0.2669391900121817
UP 2-2,min_elapsed,3.1487711769447594e-4,9.480250167653346e-5,3.321400934849146,0.045006982066866916
UP 2-3,min_elapsed,7.122416891792734e-4,4.241283167408569e-4,1.6793070895439746,0.19168438802532545
UP 2-4,min_elapsed,8.722802992132285e-4,1.8362195288514725e-4,4.750414019171371,0.01770089062638455
