chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,-0.017952375533758058,0.007105285679080005,-2.5266226221719683,0.08567741196197437
SW 1-2,min_elapsed,5.534135502537945e-4,0.001340254461069163,0.41291677538034016,0.7074053536934678
SW 1-3,min_elapsed,-0.01188674994509546,0.00688965060959549,-1.7253051887043898,0.18293463929377343
SW 1-4,min_elapsed,-0.004314817612223286,0.006923745491164879,-0.6231912507080534,0.5773237036177747
SW 2-1,min_elapsed,3.2362589266147487e-4,0.011688317993646943,0.027687978102356403,0.9796498901451915
SW 2-2,min_elapsed,-0.020262077170166013,0.007444786384301184,-2.7216465489046997,0.07244873036286818
SW 2-3,min_elapsed,-0.0013797306836351988,0.010853972215828032,-0.127117580200102,0.9068891356013731
SW 2-4,min_elapsed,0.0044038263132585775,0.008476517895476739,0.5195324740137172,0.6392876027331404
UP 1-1,min_elapsed,-0.024694192325590572,0.007501968380419426,-3.291695068996005,0.04601936718355282
UP 1-2,min_elapsed,-0.012907609892165543,0.009316222183489828,-1.38549828867761,0.2599392559081978
UP 1-3,min_elapsed,-0.00797587120193792,0.01114306520489948,-0.715769947970063,0.5258153783887606
UP 1-4,min_elapsed,-0.01396823133056208,0.01015205320767441,-1.375902100276902,0.262576671250281
UP 2-1,min_elapsed,-0.008973174216583137,0.005306276408064701,-1.691049151330551,0.18940646036037107
UP 2-2,min_elapsed,6.156221917232291e-4,0.001072211289168771,0.5741612664799385,0.6060822441865285
UP 2-3,min_elapsed,-0.003816495729984556,2.927987918825376e-4,-13.034533733717124,9.751191701299715e-4
UP 2-4,min_elapsed,-0.009450801054367906,0.004511607441103924,-2.0947746845757114,0.12719667613923882
