chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,40.90019409328553,1.4360438916983542,28.481158779147364,9.503284591005807e-5
SW 1-2,min_elapsed,33.03276675906178,2.6048740897679377,12.6811375984797,0.0010576896538842333
SW 1-3,min_elapsed,30.113761337263394,3.6035436666757037,8.35670776401152,0.003592677344345616
SW 1-4,min_elapsed,23.26568186872338,1.0416227780411365,22.335995678278607,1.9648518464018697e-4
SW 2-1,min_elapsed,64.58740270047589,2.254909592386401,28.64301208285791,9.343558027592439e-5
SW 2-2,min_elapsed,39.127308885725334,1.7510956807590659,22.344472272791176,1.9626272197105743e-4
SW 2-3,min_elapsed,26.181835694505182,3.980844713938265,6.5769547862125455,0.007151272547431181
SW 2-4,min_elapsed,57.56340482593675,2.7233917268877073,21.136659944149944,2.3167177720046566e-4
UP 1-1,min_elapsed,58.85535271403219,0.620309749197197,94.88058633642727,2.5808634118893635e-6
UP 1-2,min_elapsed,50.355079308962836,1.7188284196578731,29.296164022576402,8.734133264756108e-5
UP 1-3,min_elapsed,71.40678230465588,1.9714781022068755,36.21992160335082,4.62847308674651e-5
UP 1-4,min_elapsed,50.02665537717836,4.918585772920405,10.170942967509761,0.002025239713204308
UP 2-1,min_elapsed,43.19123425891532,1.912973530183985,22.578061628882704,1.9026208958089876e-4
UP 2-2,min_elapsed,48.57711962329389,2.131403243073129,22.791144651377074,1.8499951121943986e-4
UP 2-3,min_elapsed,35.42633312405868,0.9173136864436833,38.619649578545356,3.819429424117604e-5
UP 2-4,min_elapsed,48.05332770670577,1.1723792722864592,40.98786872356476,3.1957654025282146e-5
