chamber,term,estimate,std.error,statistic,p.value
SW 1-1,min_elapsed,6.89365578130823e-4,2.4022946174170553e-5,28.69612965590491,9.291918505872702e-5
SW 1-2,min_elapsed,-0.0072825538473747075,0.005471070206285137,-1.3311022474192613,0.27527243368496573
SW 1-3,min_elapsed,-0.007133791979368694,0.005734152896322322,-1.24408820419561,0.301814473161266
SW 1-4,min_elapsed,-0.007473925339531477,0.005807956261694187,-1.2868425660890437,0.28845395691893294
SW 2-1,min_elapsed,0.0057451218371634,0.008170089821737489,0.7031895563593223,0.532596722760298
SW 2-2,min_elapsed,0.004414483437757973,0.010374339716094529,0.4255194603767831,0.6991380909965437
SW 2-3,min_elapsed,-0.00789306420065853,0.005744205730186668,-1.3740914882590793,0.2630775012116411
SW 2-4,min_elapsed,0.011108412553599425,0.004673286116963183,2.377002450861696,0.0978824423609287
UP 1-1,min_elapsed,0.001323168380972998,0.008189426202826573,0.1615703406077837,0.8819124560979534
UP 1-2,min_elapsed,-4.183352540475749e-4,4.371042636023685e-4,-0.9570605662820354,0.4091413706132005
UP 1-3,min_elapsed,2.4865301742948363e-4,4.3416440168717464e-4,0.5727162716777591,0.6069449734036241
UP 1-4,min_elapsed,-3.8128390994931913e-4,2.0347866083781225e-4,-1.8738274980747538,0.1576548940472472
UP 2-1,min_elapsed,2.9879457981685665e-4,3.453128030053554e-4,0.8652867116896985,0.4505325048249505
UP 2-2,min_elapsed,0.008922118065740147,0.004092337125376127,2.180201139934217,0.11732690646173728
UP 2-3,min_elapsed,-4.286346598042881e-4,3.2051404402075865e-4,-1.337335033520487,0.2734677801788868
UP 2-4,min_elapsed,-1.5694060382362172e-4,1.3651334735098098e-4,-1.1496355987823044,0.3336307516694059
