gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2023-05-23,968942.9230769231,9962.23076923077,12662,0.6108339754230606,1.022555343161655,29.95653628282888,13,14,1,WARN
2023-05-24,961566,9881,13837,NA,NA,NA,1,1,0,INSUFFICIENT_STD
