gc_run_date,mean_co2_height,mean_ch4_height,mean_n2o_height,co2_precision,ch4_precision,n2o_precision,n_std_used,n_std_total,n_std_dropped_low,qc_flag
2022-12-05,981459.8571428572,10209.857142857143,14655.42857142857,1.8530257551414353,2.5552485097191306,43.57340086473221,7,7,0,WARN
2022-12-06,989858,10376.444444444445,15256.555555555555,3.79699421641754,4.310213283779957,37.41652021107459,9,9,0,WARN
2022-12-07,996485.25,10598.625,8467.5,1.1930654679422816,2.293612264753985,101.15616373634975,8,8,0,WARN
2022-12-08,1005657.2,10828.2,13644.2,0.9300998255000137,0.7304351900952071,53.809877817216126,5,6,1,WARN
2022-12-15,916607.8,10136.2,12669.4,1.2220683924284388,1.0037618086463151,54.603694056123665,5,5,0,WARN
2022-12-19,976094.2,10603.4,6258,0.7570387734905951,0.7892911341959291,135.3636227667715,5,5,0,WARN
